Name	Description	A1R3	C2R3	F2R3	A2R3	D2R3	E1R3
P49335	comp80712_c0_seq1	3903	1473	1985	1009	2494	2218
P60953	comp80719_c0_seq1	4583	1689	2788	1200	3164	2712
Q14444	comp80726_c0_seq1	3703	2012	2406	984	1907	1589
P49459	comp80727_c0_seq1	492	334	369	199	435	364
O95169	comp80735_c0_seq1	842	451	557	292	660	582
P10809	comp80736_c0_seq1	6665	3565	3761	1322	2765	2363
Q14240	comp80737_c0_seq1	2433	1132	1544	777	1570	1421
Q6Y1H2	comp80740_c0_seq1	276	152	152	253	455	357
P43308	comp80743_c0_seq1	1372	640	832	421	984	858
Q5TGZ0	comp80746_c0_seq1	342	171	193	149	257	222
P39656	comp80752_c0_seq1	1583	781	979	494	1118	873
Q99946	comp80753_c0_seq1	2873	1903	1942	860	1546	1319
Q96J94	comp80756_c0_seq1	4529	2072	2590	1231	2291	1801
P11308	comp80757_c0_seq1	11491	4136	6565	1183	4789	2960
Q7Z7H5	comp80766_c0_seq1	804	341	482	321	626	621
P11310	comp80767_c0_seq1	2541	968	1266	785	1729	1443
Q13501	comp80768_c0_seq1	3412	1482	1581	682	1731	1352
O60749	comp80773_c0_seq1	3622	1169	1744	816	2038	1924
Q9Y6E2	comp80778_c0_seq1	1553	539	733	420	944	962
Q496Y0	comp80785_c0_seq1	1684	1144	1310	472	1371	1062
O95436	comp80786_c0_seq1	1246	609	831	1675	3600	2816
P36405	comp80790_c0_seq1	1411	604	929	360	1013	928
Q14749	comp80791_c0_seq1	4939	2021	3097	522	942	802
O75306	comp80792_c0_seq1	1671	592	860	390	988	732
P63208	comp80797_c0_seq1	821	332	405	257	507	494
P51397	comp80799_c0_seq1	720	268	428	261	471	529
P63172	comp80804_c0_seq1	493	282	333	229	450	458
O95166	comp80809_c0_seq1	1305	569	848	494	1129	958
P56557	comp80812_c0_seq1	918	459	566	306	715	548
P55072	comp80817_c0_seq1	3746	1399	1694	901	1952	1594
Q6YHK3	comp80828_c0_seq1	4121	2629	3323	1128	2367	1502
Q14376	comp80829_c0_seq1	916	343	430	404	793	804
Q9Y6M9	comp80830_c0_seq1	906	405	558	264	575	456
Q9UII2	comp80831_c0_seq1	848	221	332	243	513	498
P00505	comp80836_c0_seq1	1072	636	714	411	702	494
O95478	comp80842_c0_seq1	1175	395	662	251	562	516
P17568	comp80843_c0_seq1	601	300	406	213	480	433
P84090	comp80850_c0_seq1	413	184	198	147	257	236
A0PJE2	comp80855_c0_seq1	1409	493	796	335	851	860
Q01085	comp80857_c0_seq1	1257	538	702	406	1006	829
Q8NCS4	comp80862_c0_seq1	395	167	235	214	448	416
Q8WWM7	comp80879_c0_seq1	1409	796	990	658	1179	917
Q9NX94	comp80883_c0_seq1	408	290	321	317	630	420
Q15005	comp80886_c0_seq1	490	201	274	214	367	366
Q9BWJ5	comp80894_c0_seq1	335	160	222	130	238	239
Q16659	comp80899_c0_seq1	1556	1128	1172	1216	2528	2265
P22087	comp80903_c0_seq1	937	447	625	338	626	670
O76003	comp80917_c0_seq1	415	119	220	93	244	205
P02545	comp80922_c0_seq1	1962	594	895	452	914	799
P56556	comp80932_c0_seq1	212	96	116	83	176	139
Q6P2C0	comp80935_c0_seq1	722	328	404	228	524	484
Q9H0U3	comp80939_c0_seq1	553	243	324	240	488	447
Q52LA3	comp80946_c0_seq1	151	126	188	99	125	109
Q9UBV2	comp80947_c0_seq1	2399	861	1256	771	1642	1559
P28074	comp80959_c0_seq1	619	256	329	182	418	351
P48431	comp80960_c0_seq1	1251	366	607	275	645	612
P36543	comp80970_c0_seq1	813	193	364	152	408	415
Q5T5N4	comp80980_c0_seq1	805	290	438	258	698	626
Q5J8M3	comp80981_c0_seq1	468	204	269	151	348	302
Q4G0F5	comp80982_c0_seq1	854	357	532	245	600	452
P62877	comp80989_c0_seq1	268	142	168	75	182	134
P14550	comp81001_c0_seq1	543	247	284	317	585	462
P49908	comp81013_c0_seq1	1149	347	567	226	536	446
P61978	comp81037_c0_seq1	2459	1196	1502	681	1475	1172
Q9UBE8	comp81046_c0_seq1	961	470	578	212	488	395
P00966	comp81047_c0_seq1	2687	954	1517	282	495	419
P62316	comp81048_c0_seq1	360	179	188	86	201	212
O75340	comp81050_c0_seq1	352	161	220	90	257	199
Q12926	comp81052_c0_seq1	583	290	413	265	534	501
O60869	comp81059_c0_seq1	659	215	311	200	419	370
Q96QK1	comp81067_c0_seq1	1383	476	709	301	874	658
Q9ULR5	comp81071_c0_seq1	274	107	141	112	189	139
P11413	comp81091_c0_seq1	1188	412	607	294	927	721
Q5T6F2	comp81101_c0_seq1	1728	637	805	383	863	694
Q9C005	comp81113_c0_seq1	197	78	111	65	194	173
Q96FZ7	comp81119_c0_seq1	654	183	341	196	538	496
Q96GF1	comp81126_c0_seq1	589	320	421	156	380	309
Q8N0V4	comp81132_c0_seq1	1678	830	1098	377	1033	846
Q9UPY8	comp81136_c0_seq1	2082	968	1250	378	873	764
Q6ZNC4	comp81156_c0_seq1	2226	1035	1165	122	316	253
P10109	comp81163_c0_seq1	341	160	221	112	274	217
P26885	comp81164_c0_seq1	296	137	168	108	170	165
Q9UHA4	comp81168_c0_seq1	195	64	98	72	96	108
Q16566	comp81175_c0_seq1	608	242	408	172	442	381
Q86V24	comp81176_c0_seq1	832	465	624	410	1001	724
P33176	comp81184_c0_seq1	1985	872	1216	549	1223	1058
Q9BRQ8	comp81188_c0_seq1	1451	867	880	317	661	441
Q13404	comp81200_c0_seq1	882	412	586	292	674	680
Q9BW62	comp81202_c0_seq1	990	533	623	363	785	605
Q13155	comp81206_c0_seq1	432	210	238	159	328	318
P45973	comp81215_c0_seq1	1056	365	630	259	646	637
Q6YN16	comp81218_c0_seq1	973	279	455	297	689	607
Q9Y4K0	comp81230_c0_seq1	898	327	485	229	364	291
Q9BTZ2	comp81231_c0_seq1	679	229	319	185	471	389
Q8TF09	comp81235_c0_seq1	991	489	567	144	380	363
O43402	comp81237_c0_seq1	168	88	128	100	153	137
Q9P2R7	comp81242_c0_seq1	848	328	419	254	534	460
P10768	comp81248_c0_seq1	655	222	349	148	317	336
Q6DKK2	comp81267_c0_seq1	177	72	128	69	123	113
Q96A33	comp81273_c0_seq1	777	287	399	212	584	467
Q96PU9	comp81275_c0_seq1	793	323	403	178	490	459
Q8TAA9	comp81286_c0_seq1	740	354	420	277	793	535
O15371	comp81287_c0_seq1	1300	541	664	404	816	656
Q12874	comp81319_c0_seq1	865	259	436	199	548	491
O95563	comp81328_c0_seq1	294	123	181	152	282	255
Q8WWF8	comp81330_c0_seq1	257	170	192	136	236	166
O00757	comp81340_c0_seq1	561	173	252	190	399	369
Q8IXY8	comp81342_c0_seq1	229	88	127	403	1188	1033
Q92600	comp81374_c0_seq1	197	105	145	102	172	164
Q9NX47	comp81385_c0_seq1	408	280	321	225	517	382
P52815	comp81391_c0_seq1	338	153	205	110	222	189
Q8TB61	comp81392_c0_seq1	517	239	318	243	480	467
O75396	comp81395_c0_seq1	674	204	250	79	162	144
Q8NBM4	comp81402_c0_seq1	315	155	198	103	256	219
Q92598	comp81408_c0_seq1	1627	454	728	344	664	674
Q93052	comp81413_c0_seq1	938	586	662	203	417	313
Q16795	comp81423_c0_seq1	509	244	308	141	342	301
Q5TZA2	comp81435_c0_seq1	3024	594	2221	438	958	906
P30040	comp81438_c0_seq1	494	114	228	132	296	285
Q8WWN9	comp81447_c0_seq1	1562	631	1001	476	1040	880
Q9H7X7	comp81450_c0_seq1	139	93	122	79	151	132
Q6IN85	comp81468_c0_seq1	1122	721	851	356	638	371
P61224	comp81499_c0_seq1	852	389	507	270	649	467
Q8N5I4	comp81502_c0_seq1	794	266	476	199	526	402
O75787	comp81512_c0_seq1	1355	481	645	337	675	593
Q96I99	comp81539_c0_seq1	1078	399	541	199	505	414
O95400	comp81547_c0_seq1	283	130	171	77	213	201
Q8WW35	comp81559_c0_seq1	421	208	340	147	314	294
Q7L4I2	comp81572_c0_seq1	511	149	233	104	281	249
Q96CW1	comp81584_c0_seq1	1178	497	667	319	724	645
Q8N8R3	comp81586_c0_seq1	1026	547	737	418	839	709
P10620	comp81606_c0_seq1	163	92	110	97	203	170
Q9Y450	comp81632_c0_seq1	959	341	486	290	537	467
Q9BZZ5	comp81643_c0_seq1	588	219	328	162	384	323
P42574	comp81662_c0_seq1	1189	457	586	265	630	484
Q9H172	comp81673_c0_seq1	575	191	308	318	682	600
Q712K3	comp81684_c0_seq1	347	137	222	103	225	174
Q9ULG1	comp81695_c0_seq1	1634	620	953	400	972	718
O15269	comp81707_c0_seq1	312	106	187	81	241	177
Q07912	comp81722_c0_seq1	424	242	281	192	332	235
P48637	comp81733_c0_seq1	397	138	250	213	459	379
O75602	comp81749_c0_seq1	326	152	240	128	286	260
P55884	comp81762_c0_seq1	1218	336	498	243	585	571
Q9Y255	comp81763_c0_seq1	312	132	198	59	128	114
Q96T37	comp81766_c0_seq1	780	317	436	267	592	498
Q9BUV8	comp81769_c0_seq1	239	139	162	110	202	202
Q9H9V4	comp81771_c0_seq1	435	202	271	198	505	392
Q96PE7	comp81785_c0_seq1	361	190	275	102	226	202
Q9UMX0	comp81789_c0_seq1	1123	275	489	289	618	535
Q9BUN8	comp81796_c0_seq1	363	215	253	124	244	190
Q14154	comp81800_c0_seq1	1422	487	805	405	1256	870
P53396	comp81803_c0_seq1	1720	518	800	412	755	681
Q3ZCV2	comp81813_c0_seq1	411	144	235	99	273	294
Q8IZJ1	comp81816_c0_seq1	1147	465	641	215	596	502
Q9UDY8	comp81817_c0_seq1	675	447	560	245	513	301
Q6DN14	comp81830_c0_seq1	903	283	479	356	988	677
Q9BUX1	comp81878_c0_seq1	380	139	280	276	777	672
P49411	comp81884_c0_seq1	724	295	370	227	523	460
Q8NDV7	comp81902_c0_seq1	1163	403	569	284	614	500
Q96ST2	comp81915_c0_seq1	729	287	399	198	403	346
O60684	comp81951_c0_seq1	1059	470	612	228	602	476
P43686	comp81957_c0_seq1	387	147	201	106	235	212
Q5T5C0	comp82014_c0_seq1	1202	583	710	372	738	501
P49407	comp82037_c0_seq1	1048	679	775	423	793	608
Q9UGP8	comp82074_c0_seq1	1479	616	890	439	726	736
O94826	comp82079_c0_seq1	705	277	287	152	297	249
O43772	comp82088_c0_seq1	495	232	274	188	452	363
Q86Y37	comp82145_c0_seq1	316	106	147	98	231	221
P12955	comp82146_c0_seq1	1045	417	551	228	564	432
Q9HCM2	comp82163_c0_seq1	1515	873	1027	416	841	599
Q5MNZ6	comp82164_c0_seq1	336	154	215	89	247	204
Q6P4A8	comp82166_c0_seq1	748	337	456	230	505	366
Q9P000	comp82171_c0_seq1	85	38	56	55	91	60
Q9BV86	comp82186_c0_seq1	322	127	155	111	237	178
Q9BPX1	comp82196_c0_seq1	743	336	370	213	394	263
Q99832	comp82204_c0_seq1	1007	303	411	226	438	444
P06493	comp82210_c0_seq1	210	78	100	83	135	138
Q8NA47	comp82214_c0_seq1	367	79	185	113	216	310
Q9H1P6	comp82233_c0_seq1	191	87	224	63	218	192
Q96SL4	comp82234_c0_seq1	311	130	137	51	68	68
Q4ZIN3	comp82239_c0_seq1	590	235	349	157	464	373
Q9Y3E2	comp82251_c0_seq1	106	56	34	46	91	72
O43597	comp82283_c0_seq1	833	410	486	78	279	152
Q9H832	comp82287_c0_seq1	247	112	140	81	175	137
Q9BV87	comp82291_c0_seq1	499	204	260	89	217	163
Q9BSM1	comp82314_c0_seq1	169	76	118	60	146	135
O43237	comp82363_c0_seq1	865	373	488	293	608	467
Q9UHY1	comp82376_c0_seq1	445	153	245	125	282	240
Q9BYC8	comp82386_c0_seq1	75	41	68	53	86	65
P51659	comp82401_c0_seq1	714	180	280	181	383	343
P50221	comp82421_c0_seq1	429	118	164	16	78	52
P36551	comp82447_c0_seq1	423	165	216	121	264	233
Q86WA6	comp82473_c0_seq1	187	74	97	63	122	120
Q9UDX5	comp82502_c0_seq1	68	27	45	23	61	56
Q7LGA3	comp82545_c0_seq1	340	158	212	129	245	241
Q14CZ0	comp82546_c0_seq1	460	204	292	142	366	308
P56706	comp82575_c0_seq1	1607	848	904	266	639	516
Q9P0J7	comp82626_c0_seq1	361	184	222	131	298	228
Q9UI17	comp82635_c0_seq1	15859	6533	8491	592	913	768
O43172	comp82670_c0_seq1	501	147	242	118	225	222
Q5JST6	comp82688_c0_seq1	366	138	190	102	207	241
P41223	comp82716_c0_seq1	158	49	93	76	132	117
Q9UJ41	comp82723_c0_seq1	538	156	228	137	281	264
P06744	comp82730_c0_seq1	653	267	303	123	275	188
Q8WYR4	comp82733_c0_seq1	208	45	87	84	191	216
Q9NYZ1	comp82739_c0_seq1	199	83	121	72	135	144
Q8N2U9	comp82745_c0_seq1	541	225	299	141	381	251
O43617	comp82783_c0_seq1	114	58	69	47	90	67
Q9H1X3	comp82787_c0_seq1	386	132	211	92	273	266
P62699	comp82800_c0_seq1	273	102	179	97	228	172
Q14149	comp82816_c0_seq1	836	344	466	175	454	332
Q8NE86	comp82833_c0_seq1	240	121	125	90	205	186
O75954	comp82843_c0_seq1	240	112	182	100	190	184
Q9UNZ2	comp82847_c0_seq1	378	89	134	83	166	162
Q96A57	comp82875_c0_seq1	196	93	131	63	164	143
Q8WW33	comp82885_c0_seq1	381	144	210	106	243	232
P34897	comp82889_c0_seq1	367	124	161	120	225	172
Q8IY95	comp82899_c0_seq1	271	137	162	80	182	134
Q13492	comp82918_c0_seq1	1098	586	682	222	427	270
Q9UBK9	comp82942_c0_seq1	116	58	68	33	83	71
Q9BUQ8	comp82966_c0_seq1	757	198	345	147	380	349
Q9HC57	comp82968_c0_seq1	253	105	264	103	368	242
P53350	comp82970_c0_seq1	320	151	216	116	233	217
Q9ULH1	comp82979_c0_seq1	881	367	474	176	382	272
Q38SD2	comp83046_c0_seq1	1386	708	854	308	782	526
Q9Y5Y2	comp83054_c0_seq1	178	93	76	53	159	104
Q9BSG0	comp83065_c0_seq1	330	160	171	78	225	163
Q9NQR4	comp83068_c0_seq1	226	71	110	50	99	116
P29353	comp83115_c0_seq1	843	467	530	277	548	386
Q9BUE0	comp83138_c0_seq1	209	91	107	60	135	111
Q9ULW2	comp83159_c0_seq1	632	266	461	104	217	256
Q9BX70	comp83185_c0_seq1	431	182	258	103	267	221
P07741	comp83189_c0_seq1	160	65	95	65	130	119
Q8WXG9	comp83192_c0_seq1	1316	529	807	175	432	413
Q9Y315	comp83227_c0_seq1	334	132	193	91	207	150
Q8WWB7	comp83279_c0_seq1	426	205	259	105	247	212
P54136	comp83290_c0_seq1	488	192	229	134	277	244
Q8WVC0	comp83299_c0_seq1	493	78	182	89	252	318
Q6UWX4	comp83310_c0_seq1	940	385	553	130	350	272
Q9NT62	comp83315_c0_seq1	429	143	188	83	260	196
Q9H840	comp83330_c0_seq1	73	36	53	38	65	69
Q9Y294	comp83340_c0_seq1	61	29	37	46	42	46
P62993	comp83347_c0_seq1	559	333	446	89	267	169
Q4G0P3	comp83417_c0_seq1	667	242	480	252	429	487
Q4LDE5	comp83455_c0_seq1	1268	376	669	214	324	262
Q9UPY6	comp83485_c0_seq1	740	324	421	170	392	290
Q7L523	comp83539_c0_seq1	539	155	269	83	210	166
O15379	comp83540_c0_seq1	318	206	226	127	257	204
P52298	comp83543_c0_seq1	115	66	64	36	86	74
Q9H7D7	comp83608_c0_seq1	582	239	268	106	293	202
Q2V2M9	comp83660_c0_seq1	339	111	157	77	230	230
Q6UXV4	comp83669_c0_seq1	241	74	110	46	112	124
Q9Y297	comp83690_c0_seq1	768	348	460	128	397	281
Q9UBB9	comp83695_c0_seq1	731	248	373	170	439	331
Q8WXH2	comp83712_c0_seq1	388	170	318	131	308	245
Q6GMV3	comp83718_c0_seq1	62	31	38	37	53	51
P15104	comp83744_c0_seq1	51	8	33	136	219	132
Q8TBE0	comp83765_c0_seq1	642	267	413	157	649	326
Q96J01	comp83802_c0_seq1	172	66	89	53	102	85
P15927	comp83878_c0_seq1	289	98	141	79	177	182
Q7Z6M1	comp83931_c0_seq1	202	87	95	73	110	103
Q9BRN9	comp83932_c0_seq1	183	108	115	53	113	92
B1AL88	comp83933_c0_seq1	159	109	126	67	164	101
P38606	comp83942_c0_seq1	1592	401	606	247	601	582
O95416	comp83945_c0_seq1	210	86	111	55	113	84
Q13616	comp83952_c0_seq1	446	199	285	141	268	223
Q9NPF4	comp83966_c0_seq1	220	75	135	76	182	169
Q9Y3C8	comp83976_c0_seq1	146	57	77	37	73	91
Q6IAA8	comp84026_c0_seq1	408	184	238	132	303	231
P53701	comp84089_c0_seq1	314	162	176	66	173	140
Q96N67	comp84092_c0_seq1	1058	367	499	182	485	341
Q9BXY0	comp84101_c0_seq1	321	93	144	46	129	141
Q96GS4	comp84109_c0_seq1	71	33	56	60	94	70
Q15019	comp84133_c0_seq1	440	99	209	83	211	210
Q96AG4	comp84260_c0_seq1	187	73	130	49	116	110
Q0P5N6	comp84329_c0_seq1	91	37	41	31	54	54
P05141	comp84331_c0_seq1	2944	1899	1604	59	106	124
Q9NYM9	comp84345_c0_seq1	117	47	52	32	84	64
Q96MM6	comp84407_c0_seq1	212	107	120	136	270	207
Q86VS8	comp84453_c0_seq1	495	144	255	115	244	247
Q5VU69	comp84462_c0_seq1	94	34	64	38	65	76
Q9H300	comp84480_c0_seq1	244	88	109	51	139	111
Q9H147	comp84537_c0_seq1	293	77	137	88	249	195
Q07021	comp84588_c0_seq1	303	110	153	92	180	168
Q96M91	comp84642_c0_seq1	239	41	113	43	123	156
Q15024	comp84655_c0_seq1	177	51	91	39	111	110
P78312	comp84681_c0_seq1	337	129	200	94	258	186
Q13253	comp84753_c0_seq1	218	110	151	94	264	237
Q6RFH5	comp84777_c0_seq1	104	9	36	16	51	54
Q8NFJ9	comp84833_c0_seq1	309	105	133	66	188	130
Q9H6L4	comp84872_c0_seq1	128	39	66	39	104	88
Q9H720	comp84898_c0_seq1	556	283	345	178	291	183
Q8N4Q0	comp84944_c0_seq1	273	122	144	101	176	129
P18405	comp84947_c0_seq1	76	47	64	45	75	73
O94992	comp84953_c0_seq1	352	92	139	51	180	133
Q9H8W4	comp84955_c0_seq1	391	158	231	68	172	128
Q96EK6	comp84986_c0_seq1	118	54	63	38	117	102
Q96HY6	comp85009_c0_seq1	247	79	130	71	172	159
Q6I9Y2	comp85017_c0_seq1	92	24	65	25	35	53
Q9BRJ2	comp85053_c0_seq1	191	42	79	46	130	113
Q9BW83	comp85097_c0_seq1	91	34	53	35	89	64
Q92564	comp85116_c0_seq1	237	92	96	48	109	132
Q9H069	comp85128_c0_seq1	263	61	142	53	167	173
O95084	comp85134_c0_seq1	153	92	136	91	207	145
Q8WY21	comp85202_c0_seq1	739	435	592	131	306	201
Q9NX57	comp85205_c0_seq1	179	99	129	87	145	121
Q9NV06	comp85207_c0_seq1	514	188	272	148	269	274
Q8NEZ2	comp85240_c0_seq1	451	223	258	142	225	195
Q9Y5P4	comp85376_c0_seq1	924	303	475	228	488	367
Q96CC6	comp85400_c0_seq1	798	498	494	299	603	414
Q99442	comp85433_c0_seq1	412	150	242	100	215	220
P12643	comp85435_c0_seq1	278	118	197	64	186	184
Q6UWJ1	comp85458_c0_seq1	332	177	219	100	265	136
Q5T6L9	comp85497_c0_seq1	166	71	100	66	145	101
Q96A37	comp85517_c0_seq1	66	50	38	27	65	43
Q9Y2X3	comp85540_c0_seq1	497	94	216	75	136	183
Q13813	comp85566_c0_seq1	6848	2517	3240	1235	1784	1253
P35626	comp85617_c0_seq1	642	251	498	155	402	309
P15407	comp85636_c0_seq1	361	70	91	10	631	157
P49005	comp85659_c0_seq1	229	78	125	72	167	122
Q6NS38	comp85710_c0_seq1	75	42	36	41	79	62
Q9NRW3	comp85728_c0_seq1	285	65	142	45	129	140
O60551	comp85765_c0_seq1	686	242	389	154	355	321
Q9NSI2	comp85767_c0_seq1	254	61	124	40	83	94
O95872	comp85791_c0_seq1	78	35	55	30	82	68
Q9Y535	comp85797_c0_seq1	62	20	30	13	32	37
Q13535	comp8580_c0_seq1	68	47	64	14	13	7
P51817	comp85881_c0_seq1	323	168	187	79	172	121
Q8N5M9	comp85895_c0_seq1	53	24	33	16	39	33
O75808	comp85903_c0_seq1	381	201	201	82	214	139
Q96MT1	comp85920_c0_seq1	102	65	84	53	121	82
P28838	comp85940_c0_seq1	233	93	127	53	117	118
Q13884	comp86052_c0_seq1	636	341	397	107	214	163
Q9P0B6	comp86073_c0_seq1	46	7	15	7	14	17
Q9NZD8	comp86081_c0_seq1	528	240	338	115	310	216
Q86TX2	comp86201_c0_seq1	166	57	128	43	87	53
Q5HYI8	comp86216_c0_seq1	173	62	110	40	109	101
Q9HCS7	comp86238_c0_seq1	511	141	236	133	269	231
Q9BUY7	comp86285_c0_seq1	140	57	69	40	116	114
Q8NA54	comp86302_c0_seq1	204	62	94	69	191	158
Q8IVJ1	comp86407_c0_seq1	319	172	187	111	239	239
A6NEN9	comp86443_c0_seq1	111	66	79	56	158	126
Q8N9Y4	comp86451_c0_seq1	110	57	75	43	86	102
Q99856	comp8648_c0_seq1	41	20	37	7	22	5
Q9UGP5	comp86561_c0_seq1	148	49	60	31	93	105
O75934	comp86597_c0_seq1	98	30	48	23	41	47
P78549	comp86614_c0_seq1	195	53	83	52	136	113
P53609	comp86697_c0_seq1	299	163	185	70	147	96
O00180	comp86703_c0_seq1	85	30	54	25	45	55
Q9UNK9	comp86724_c0_seq1	155	85	116	46	108	76
P52655	comp86810_c0_seq1	529	222	309	162	380	295
Q13523	comp86874_c0_seq1	557	190	255	136	336	328
P82664	comp86900_c0_seq1	110	45	42	45	67	50
Q8WZA1	comp86901_c0_seq1	387	166	228	100	190	147
Q2M389	comp86905_c0_seq1	463	184	233	93	210	140
A8MXD5	comp87085_c0_seq1	50	30	35	42	98	93
Q14232	comp87148_c0_seq1	179	70	72	47	118	82
Q8NHG8	comp87166_c0_seq1	150	72	113	47	85	60
Q15544	comp87168_c0_seq1	124	39	61	32	76	58
E5RQL4	comp87186_c0_seq1	102	45	56	33	98	79
Q9UBK8	comp87238_c0_seq1	254	120	171	70	177	117
O43310	comp87321_c0_seq1	132	66	81	44	80	62
Q9NP58	comp87375_c0_seq1	263	86	164	69	264	201
Q96CX6	comp87377_c0_seq1	221	82	120	73	203	160
O75832	comp87400_c0_seq1	110	38	69	34	87	64
Q9P2X3	comp87412_c0_seq1	215	117	171	61	143	128
Q6ZUK4	comp87429_c0_seq1	237	153	150	65	352	119
O95562	comp87506_c0_seq1	55	37	45	15	34	33
Q9UHP6	comp87539_c0_seq1	134	33	71	36	92	80
Q5QP82	comp87542_c0_seq1	92	31	53	38	94	72
P50613	comp87716_c0_seq1	292	99	133	53	146	108
Q6P996	comp87773_c0_seq1	462	162	266	71	153	131
Q8NFU3	comp87874_c0_seq1	394	131	139	20	82	34
P45974	comp87898_c0_seq1	396	123	178	96	184	173
Q86YJ6	comp87921_c0_seq1	225	109	147	63	135	78
Q01658	comp87925_c0_seq1	90	30	37	18	52	45
Q9C0F0	comp88094_c0_seq1	341	108	149	64	145	112
P34949	comp88119_c0_seq1	233	64	99	35	85	78
O95685	comp88157_c0_seq1	117	70	73	42	180	122
Q9NXH9	comp88175_c0_seq1	239	80	111	61	161	123
Q9H269	comp88183_c0_seq1	265	119	140	61	166	133
Q969H0	comp88211_c0_seq1	447	198	290	128	341	214
Q9H7E9	comp88266_c0_seq1	109	39	55	36	71	52
Q96GX9	comp88275_c0_seq1	317	103	165	80	151	129
Q9H6K4	comp88337_c0_seq1	68	18	41	14	47	40
Q9H2J4	comp88424_c0_seq1	293	131	171	43	116	122
Q9UBV4	comp88529_c0_seq1	445	103	186	73	183	148
Q7Z422	comp88552_c0_seq1	268	108	131	64	139	135
Q01196	comp88580_c0_seq1	378	183	211	49	117	105
O95954	comp88786_c0_seq1	482	200	284	57	93	73
O43623	comp88825_c0_seq1	151	69	79	7	27	24
Q6PH81	comp88838_c0_seq1	165	78	113	43	102	56
O75864	comp88865_c0_seq1	636	340	462	121	268	173
P36404	comp88906_c0_seq1	79	26	30	17	39	35
Q9NQX3	comp88946_c0_seq1	143	63	87	60	111	85
Q9NWA0	comp88981_c0_seq1	100	27	45	17	42	53
Q92793	comp89025_c0_seq1	1773	736	908	299	744	450
Q9Y3Y4	comp89037_c0_seq1	103	46	59	27	91	82
Q6P161	comp89097_c0_seq1	68	31	50	24	30	43
O14494	comp89109_c0_seq1	128	57	80	38	117	78
Q9NUQ8	comp89149_c0_seq1	355	152	148	62	132	123
O95219	comp89179_c0_seq1	160	40	67	32	96	98
Q96AG3	comp89239_c0_seq1	198	84	82	55	123	95
Q96EN9	comp89244_c0_seq1	51	31	41	27	53	24
O95218	comp89364_c0_seq1	217	61	83	27	134	80
Q96NL8	comp89463_c0_seq1	31	30	42	21	34	32
O43464	comp89491_c0_seq1	100	49	86	46	74	58
Q9Y2R5	comp89495_c0_seq1	99	36	28	8	50	44
P78356	comp89568_c0_seq1	475	192	226	114	235	143
O43791	comp89622_c0_seq1	285	133	190	67	168	122
Q99500	comp89699_c0_seq1	81	62	71	34	99	83
Q9H0F7	comp89721_c0_seq1	174	86	115	47	100	100
Q15256	comp89724_c0_seq1	218	101	129	83	155	112
Q8IWL3	comp89798_c0_seq1	203	71	95	23	97	61
Q53EU6	comp89884_c0_seq1	257	62	134	62	151	100
Q5VUJ9	comp89899_c0_seq1	34	9	19	11	27	29
O43822	comp89905_c0_seq1	145	72	77	47	97	77
Q6NYC1	comp89935_c0_seq1	69	22	49	19	50	44
Q8IZ02	comp89978_c0_seq1	101	27	42	22	74	69
O95299	comp90029_c0_seq1	106	56	63	46	97	60
Q5VTT2	comp90085_c0_seq1	46	26	61	41	56	95
O75896	comp90205_c0_seq1	107	39	76	17	73	58
Q13163	comp90230_c0_seq1	126	57	69	31	82	58
Q2YD98	comp90317_c0_seq1	250	94	136	56	94	97
Q9Y3S2	comp90318_c0_seq1	290	91	141	68	129	111
Q9BRJ6	comp90322_c0_seq1	51	22	41	18	33	47
Q15102	comp90332_c0_seq1	112	27	53	15	54	55
Q969E8	comp90453_c0_seq1	62	23	13	21	37	30
Q14157	comp90485_c0_seq1	522	214	257	107	291	220
Q6V702	comp90539_c0_seq1	54	23	23	22	38	36
Q99627	comp90564_c0_seq1	137	60	76	26	51	55
Q5BKU9	comp90617_c0_seq1	33	15	22	9	25	27
Q7L5A8	comp90899_c0_seq1	235	95	163	57	82	76
Q8TBF8	comp90971_c0_seq1	149	40	94	59	108	96
Q6AI12	comp91136_c0_seq1	34	16	24	10	39	49
O60337	comp91196_c0_seq1	152	62	91	40	78	54
Q6ZT12	comp91260_c0_seq1	549	277	346	111	197	123
Q9BWG6	comp91306_c0_seq1	92	28	49	32	63	76
P51946	comp91309_c0_seq1	64	16	30	18	39	35
Q9HCR9	comp91394_c0_seq1	197	78	137	38	105	77
Q8N6G5	comp91426_c0_seq1	103	40	77	31	101	62
Q8WYB5	comp91494_c0_seq1	384	148	163	90	238	156
Q9H8G2	comp91532_c0_seq1	105	36	61	29	78	79
Q15650	comp91537_c0_seq1	128	47	91	38	91	46
Q9H8W3	comp91617_c0_seq1	109	37	54	27	46	72
Q8IWX5	comp91699_c0_seq1	185	61	120	42	72	62
Q9BQP7	comp91962_c0_seq1	74	25	43	12	50	53
Q86WB7	comp92020_c0_seq1	76	39	72	50	75	68
Q9UH03	comp92047_c0_seq1	454	156	240	63	158	115
Q9Y6M1	comp92056_c0_seq1	237	60	103	82	166	139
Q6UXN9	comp92156_c0_seq1	46	20	34	20	38	23
Q9BUJ0	comp92189_c0_seq1	103	39	50	19	55	52
Q7Z3Z2	comp92291_c0_seq1	29	20	26	10	54	24
Q9UM13	comp92440_c0_seq1	32	6	23	12	22	15
